HATE_SPEECH,COUNTER_NARRATIVE,TARGET
Women are not capable of dealing with public responsibilities. They should stay at home and raise the children.,"Women have been more than capable of holding powerful positions in our society, and they are often rewarded with public offices that few would dare dream of holding themselves.",WOMEN
In the EU there is gender parity. We should shut those feminists up.,True that in some places (such as Ireland) there seem to be gender parity. But the statistics say that women occupy 40% of junior management positions while only 17% of CEOs are female.,WOMEN
Men's rights are undeniable. Women come after that.,"How do you know the men's rights are not a threat to the rights of your mother, daugher and women around you? And what are the men's rights you are referring to?",WOMEN
Why do all feminists hate Men? It is because they are Men. That is all.,Why did you say that? It makes no sense to infer it's about genitals to people claiming equality.,WOMEN
Men are not rapists because feminists are just a bunch of sluts.,Do you suggest men have the right to rape women if they are feminists?,WOMEN
Why the mainstream media don't use more masculine voices in the news?,"People don't decide who's presenting the news. That's up to the news media, who are attempting to insert some gender equity into a world that seems to be struggling to produce it.",WOMEN
"If women were able for men's stuff, they would not be oppressed.","Just because women are oppressed doesn't mean that they are powerless. Take a look around you. Why are women suffering from a lack of education, a lack of jobs and housing, low wages? It's because of oppression and sexism in our society. The more we work towards inclusion, the less entrenched those underlying inequalities will be.",WOMEN
"The U.S. military, for example, is a thing for true males.",Don't assume that military service is restricted to men. About 15% of the U.S. military service are women.,WOMEN
Feminism threatens the objective reality of gender. There are men and women only. And women must obey.,This is not about identity but it is about a complete misunderstanding of the differences between men and women. Feminism is all about equality and removing barriers to get everyone to feel accepted and valued. We need to challenge these toxic gender stereotypes that keep women from standing up for themselves.,WOMEN
Left-wing feminists use rape as a weapon to silence men. They are afraid to speak out about our standard culture.,"I fear not. There are many victims of systematic rape and violence. The crime is systemic. Rape culture is a crime ideology, rape is a crime, not ""a weapon to silence others"".",WOMEN
"Women are basically childlike, they remain this way most of their lives.",Of course a woman won't remain a child most of her life. Otherwise you can't call them women. Your statement just reflects the patriarchy,WOMEN
A woman is more equal when she is wearing a dress. This is what is fair: women can be good women when they respect men.,Isn't it about time we stop turning a blind eye to the blatant inequalities that exist in our society? Shouldn't we be raising our voices against these blatant inequalities? All men and women are created equal.,WOMEN
